artist_id,n_songs,song_hot_mean,song_hot_median,song_hot_std,song_hot_min,song_hot_max,song_hot_range,artist_hot
AR00IM31187B99B83A,1,0.5520721159335569,0.5520721159335569,,0.5520721159335569,0.5520721159335569,0.0,0.4682237536189915
AR00J9R1187B98D920,5,0.28532044099189663,0.2884816426560289,0.02771207892253638,0.26070917124210047,0.3282205771632243,0.06751140592112381,0.35699916176656177
AR00JIO1187B9A5A15,37,0.4355990295119267,0.42758288620768037,0.15167955715175077,0.22914410371660274,0.6774808279018975,0.4483367241852947,0.42135300499092054
AR00JOJ1187FB3A4B8,4,0.32625319343767184,0.3240586992138468,0.032730376952467284,0.2884816426560289,0.368413732666965,0.0799320900109361,0.31327874282958984
AR00L9V1187FB4353A,22,0.40098192651222236,0.3665507932016495,0.10332756474797433,0.22914410371660274,0.7144235686793441,0.4852794649627413,0.37768054116594185
AR00LNI1187FB444A5,36,0.3961481771797406,0.37598430150044215,0.14833428146133149,0.1936579190720114,0.6362872244273321,0.4426293053553207,0.3402755073008875
AR00M9H1187B9B59CA,1,0.4632715124530934,0.4632715124530934,,0.4632715124530934,0.4632715124530934,0.0,0.32824167895665785
AR00MBZ1187B9B5DB1,2,0.3708097985676201,0.3708097985676201,0.1904628100946261,0.2361322539858644,0.5054873431493758,0.2693550891635114,0.36064422701589893
AR00MQ31187B9ACD8F,5,0.2920754559654617,0.24906579485370342,0.06956573877386066,0.22914410371660274,0.38393468427870303,0.1547905805621003,0.3393530420327704
AR00P3M1187FB5428C,10,0.31208844444117345,0.3231121208952123,0.04884243995147215,0.21204540548371908,0.3943948561005826,0.18234945061686353,0.35311402409636167
AR00QZQ1187B98EBDB,7,0.2672198795884705,0.20714602094382661,0.08123248760318603,0.20428451362560174,0.3901088957916093,0.18582438216600755,0.33669344146684343
AR00RAE1187FB41114,4,0.22688748818490725,0.21508031850922793,0.02361433935135865,0.21508031850922793,0.2623089972119452,0.0472286787027173,0.4034012934487893
AR00RBU1187B9B3F1F,12,0.38593324482654395,0.3959546679092639,0.07598346658244429,0.22914410371660274,0.5050525780284031,0.2759084743118003,0.38634426232516467
AR00TGQ1187B994F29,20,0.4456862525324229,0.4439549179916068,0.06755993681667245,0.2884816426560289,0.5457491661927643,0.2572675235367354,0.3999276281887171
AR00Y9I1187B999412,37,0.604525796199151,0.6233057377944767,0.0983344426186298,0.23642782707111845,0.7168246121555795,0.48039678508446104,0.40026907966047137
AR00YYQ1187FB504DC,13,0.2853417825009983,0.24906579485370342,0.060575215017237095,0.22914410371660274,0.4176416475968032,0.18849754388020049,0.3114085401559329
AR013KN1187FB5AC4C,13,0.2798752729610717,0.2884816426560289,0.05644701787051033,0.21209036875332202,0.3762666514776764,0.1641762827243544,0.31376810306701486
AR014T71187B9B8756,3,0.39327713179593976,0.368413732666965,0.08444161025074702,0.3240586992138468,0.4873589635070075,0.16330026429316075,0.38457267188074973
AR015LY1187B98CCAF,18,0.48731113718045066,0.5053144401606962,0.09936595361357943,0.2884816426560289,0.6203987024127774,0.3319170597567485,0.3618396027063387
AR016P51187B98E398,9,0.34903463586900013,0.38393468427870303,0.08521792534438698,0.22914410371660274,0.4529229334984131,0.22377882978181038,0.38166405706511036
AR0174X1187B98E3E7,13,0.2547029307362142,0.22914410371660274,0.034881056518208726,0.22914410371660274,0.3240586992138468,0.09491459549724404,0.3124075375473946
AR018Y21187B98A462,5,0.27186203839182205,0.2884816426560289,0.0416129720718185,0.22914410371660274,0.3240586992138468,0.09491459549724404,0.2932018293694164
AR01AEG1187B9B6070,12,0.4784069102734845,0.47009938547098684,0.09592720572301858,0.2884816426560289,0.6275305251544289,0.3390488824984,0.3901735313713835
AR01C201187B9B7F3D,24,0.2548752280446073,0.22914410371660274,0.044555347850459205,0.22914410371660274,0.38393468427870303,0.1547905805621003,0.29082906673461156
AR01G6G1187B9892EF,33,0.3593433620379114,0.3552855364230894,0.0824952900068294,0.21204540548371908,0.6128169181308061,0.400771512647087,0.36629151937236293
AR01HKT1187B996F26,46,0.6352277568129658,0.6412679423857413,0.0833549005392509,0.3969052200664554,0.7789830347255655,0.3820778146591101,0.5200109941018263
AR01HXB1187FB54C93,26,0.5178554128778156,0.5302654975148053,0.08353848069365748,0.27507393085428516,0.6581118313779487,0.38303790052366354,0.4698579514757651
AR01IP11187B9AF5D2,24,0.4683463578298907,0.482251308532535,0.038866503626070206,0.38393468427870303,0.5224001521289083,0.1384654678502053,0.42397626349899253
AR01S3D1187FB50A53,20,0.3714925940735216,0.368413732666965,0.08862404167822714,0.2081722561395669,0.5431653290951856,0.33499307295561864,0.46653794041190655
AR01SCU1187B9A693C,27,0.6504535410580198,0.6656282696226058,0.11533481850117003,0.2343615852160936,0.7793801673283669,0.5450185821122733,0.48647110334744204
AR01SXQ119B86698DC,5,0.4419923140577118,0.4582882074332055,0.038365172874182875,0.3968892298919883,0.4885212739903349,0.09163204409834658,0.3502973878728107
AR01TDM1187B993479,2,0.22914410371660274,0.22914410371660274,0.0,0.22914410371660274,0.22914410371660274,0.0,0.3606421994301785
AR01UD01187B99DED8,1,0.349166902124596,0.349166902124596,,0.349166902124596,0.349166902124596,0.0,0.3696211712570877
AR01VU31187B997DA0,109,0.3567702032661834,0.29559191790161815,0.13313267086577418,0.23856162274737855,0.8135827991193683,0.5750211763719897,0.5015970423227067
AR01W2D1187FB5912F,20,0.6196219631497877,0.6385614771814657,0.18913761704209414,0.3277366831778408,0.9557304406087713,0.6279937574309304,0.6033245600156352
AR01WBK1187B9A8E08,7,0.3281655565721377,0.3445920020688827,0.07164722041310523,0.24758663105932716,0.42137186148045297,0.1737852304211258,0.36018501005814035
AR01WHF1187B9B53B8,35,0.5465222980642385,0.5441111089327987,0.06755149069942028,0.3107915360121175,0.6596220242264581,0.3488304882143406,0.4097127788244853
AR020PM1187FB3F357,10,0.31338876833238694,0.27882831523249946,0.0766682522467688,0.24686509445288138,0.43952560529910284,0.19266051084622146,0.4217883973559526
AR026BB1187B994DC3,16,0.36100960220174216,0.3726133056542288,0.10408639796732345,0.21204540548371908,0.5343235717301225,0.3222781662464034,0.3635412412988822
AR026PU1187FB43FD9,26,0.5048460275469904,0.5181547689285531,0.15704594879476508,0.26043371683224475,0.9669335110275052,0.7064997941952604,0.3931956479315306
AR028WW1187FB3C9B4,9,0.5144790122429166,0.5098516894038908,0.036827675832163696,0.4669580685261113,0.5845231721368676,0.11756510361075623,0.44633315034343285
AR02CY11187B99E7E8,3,0.35716997555310676,0.349166902124596,0.07301954555007333,0.2884816426560289,0.4338613818786954,0.1453797392226665,0.3397838773323169
AR02DB61187B9A0B5E,1,0.4233067773919356,0.4233067773919356,,0.4233067773919356,0.4233067773919356,0.0,0.33639130405532147
AR02G8X1187FB394D9,9,0.299604946454136,0.2580362652335702,0.09100617242174897,0.23416083112000088,0.4802369206357505,0.24607608951574964,0.30518509512516484
AR02GYB1187FB5AB92,6,0.6077151046493467,0.6152034834336794,0.04110984310462805,0.5535045256520116,0.651369930461191,0.09786540480917938,0.43224088983688674
AR02IU11187FB513F2,34,0.33144824485257685,0.3277366831778408,0.11089832812086588,0.21508031850922793,0.6937746641280484,0.4786943456188205,0.48072478092092114
AR02JG91187FB39B7F,11,0.34992010177708327,0.26695518627553855,0.13807790587793353,0.2538347361322313,0.6806556311410517,0.42682089500882037,0.3500984525715652
AR02KZG1187FB3B3B4,9,0.316518350572787,0.2884816426560289,0.0982438016350888,0.21170265547679776,0.5032144301438618,0.291511774667064,0.2833671082822719
AR02LLE1187B98CDE3,12,0.33954436523669224,0.32995575033194874,0.08845601696433353,0.21204540548371908,0.5041082548151465,0.29206284933142745,0.461785142024242
AR02LMQ1187B992AC9,46,0.6859480891993274,0.7032046435644538,0.0823766997256291,0.25624387016987216,0.7792409446506251,0.5229970744807529,0.6153472743991826
AR02MJ91187B9B3D80,12,0.6959333842723191,0.7327531788668507,0.12194092320301539,0.36451418602966995,0.77731553124532,0.4128013452156501,0.4479992544061044
AR02PUA1187FB52574,15,0.32653453549125067,0.3231121208952123,0.06372899166862109,0.21204540548371908,0.40790171721807383,0.19585631173435475,0.4095505953637158
AR02S0A1187B98C867,2,0.4959898423720722,0.4959898423720722,0.325451260381436,0.26586104921065007,0.7261186355334944,0.46025758632284436,0.33265076286569834
AR02T3I1187FB4D0E5,24,0.5215996592319008,0.5412089199340793,0.0802083453992261,0.24686509445288138,0.6356168155551029,0.38875172110222145,0.45826676058516214
AR02T6T1187FB3D8E5,6,0.2622452983649008,0.22914410371660274,0.057171388915247444,0.22914410371660274,0.368413732666965,0.13926962895036224,0.4087391652212199
AR02TU31187FB5629E,12,0.47179137338192983,0.4676513092012712,0.030334794482855323,0.43016063701845586,0.5502616979515187,0.12010106093306283,0.3972244297579184
AR02U831187B9B60B0,6,0.43936438455113835,0.49913778871778336,0.11362943972212719,0.2884816426560289,0.5331551918685794,0.24467354921255052,0.40101893057768045
AR02UJP1187B9910C5,6,0.24910386605535004,0.2200061622779228,0.08336555314133767,0.20326587196894277,0.4176416475968032,0.21437577562786045,0.30381705771528955
AR02WCL1187B9A7FDF,1,0.22914410371660274,0.22914410371660274,,0.22914410371660274,0.22914410371660274,0.0,0.2887296900559852
AR02WQR1187B997F8A,22,0.43644320969658285,0.41628114658990867,0.1109273770571177,0.24906579485370342,0.6929960783692878,0.4439302835155844,0.3529433349536954
AR02X7I1187FB41C6F,15,0.3313508638909007,0.3087638793415109,0.08217176484732726,0.22914410371660274,0.47637334736051046,0.24722924364390772,0.41458738733520817
AR02YGA1187B9B8AC4,91,0.40423028005232875,0.40003965695463956,0.09571644969570905,0.21508031850922793,0.6525385417951585,0.43745822328593054,0.43983635888759404
AR02YSG1187FB382EA,17,0.34307895741254546,0.349166902124596,0.08341608349513537,0.22914410371660274,0.48091766740864417,0.2517735636920414,0.3792817405350252
AR030L21187B993260,1,0.2884816426560289,0.2884816426560289,,0.2884816426560289,0.2884816426560289,0.0,0.2770278099994771
AR035N21187FB3938E,66,0.3944633298950533,0.3277366831778408,0.13712906182965537,0.21508031850922793,0.7235401595345732,0.5084598410253452,0.5122267383177268
AR035X11187B996BB9,3,0.5670616498422084,0.5781454437494564,0.05342869595994748,0.5089603799238435,0.6140791258533255,0.105118745929482,0.3647036766906636
AR039B11187B9B30D0,29,0.40653095041712023,0.2923368732246288,0.1546207276082245,0.23512851875759005,0.7565618898304415,0.5214333710728514,0.5260680211230772
AR03BDP1187FB5B324,63,0.7181612926909383,0.7053756416779975,0.13034806721275904,0.4338613818786954,1.0,0.5661386181213046,0.6072572795814319
AR03D6O1187B9B0108,15,0.3010264160507919,0.2884816426560289,0.07744364592820273,0.22914410371660274,0.4632715124530934,0.23412740873649066,0.35917208597065187
AR03E4O1187FB3DEB1,1,0.22914410371660274,0.22914410371660274,,0.22914410371660274,0.22914410371660274,0.0,0.36913156121138596
AR03ESE1187B992BC5,20,0.3348874825266123,0.33201743837979514,0.08823166201922682,0.21204540548371908,0.5336361387423282,0.3215907332586091,0.3787558699909256
AR03FJW1187B98AFEE,1,0.4235430062791318,0.4235430062791318,,0.4235430062791318,0.4235430062791318,0.0,0.24721112519771773
AR03G0O1187B9A2769,12,0.494570739573663,0.4820644596565338,0.11411056485679644,0.25651546651760937,0.6393245321945356,0.3828090656769262,0.36233573005827313
AR03G121187FB52EDF,4,0.2732741270894944,0.2598478926714407,0.03137764516523156,0.2538347361322313,0.319565986882865,0.06573125075063374,0.3392035745696442
AR03GWG1187B9B6C85,13,0.6878063485840094,0.681249067754182,0.0605089153576919,0.6144315323694459,0.8267243045486421,0.21229277217919618,0.3977329927460107
AR03IZC1187FB3E058,24,0.4869972516198154,0.4711485033850808,0.12503826996998788,0.24686509445288138,0.6742369597847534,0.427371865331872,0.4470500300660011
AR03K5W1187B99099A,11,0.5682988827462571,0.5709288462630422,0.011306637224893182,0.5509645829408008,0.583113596574861,0.0321490136340602,0.36954456059178065
AR03K611187FB3B664,15,0.3990927602034779,0.4079746515398249,0.07262545815348471,0.22914410371660274,0.4873589635070075,0.2582148597904048,0.34626162264274224
AR03NAV1187B9920EF,1,0.7346922116804091,0.7346922116804091,,0.7346922116804091,0.7346922116804091,0.0,0.3680872266819703
AR03NYQ1187FB3A91A,1,0.5216592580484611,0.5216592580484611,,0.5216592580484611,0.5216592580484611,0.0,0.3235155433377416
AR03RKZ1187B9AE356,18,0.3257009093976643,0.33201743837979514,0.08217066666312162,0.19032397648163926,0.450992311636255,0.26066833515461574,0.4199814799920607
AR03VDD1187FB3DD32,9,0.6042460044487427,0.60648376631198,0.04233046827464365,0.5297808563227181,0.6909937900100536,0.16121293368733547,0.3448121026825738
AR03VRD1187B989233,1,0.4407936742754617,0.4407936742754617,,0.4407936742754617,0.4407936742754617,0.0,0.36280762028462227
AR03VZI1187B99EF58,1,0.6738653431751377,0.6738653431751377,,0.6738653431751377,0.6738653431751377,0.0,0.49575818857630016
AR03Z7E1187FB44816,1,0.24686509445288138,0.24686509445288138,,0.24686509445288138,0.24686509445288138,0.0,0.34790481002759993
AR03ZCO1187FB52E0E,18,0.32373430943212256,0.31149480458459505,0.09414231064184772,0.21204540548371908,0.4697124313189556,0.25766702583523654,0.3629930333680597
AR040JZ1187FB399A9,95,0.520584098330131,0.5317220984213001,0.12096482154164138,0.21508031850922793,0.7898233830797146,0.5747430645704866,0.4546713886572122
AR040M31187B98CA41,23,0.46592144790731466,0.5531667535007925,0.15754693268569464,0.21508031850922793,0.6570749615380702,0.4419946430288423,0.4496939977678286
AR040QX1187FB4CFE1,20,0.6554305293364964,0.7069131482032982,0.15334573427139112,0.21508031850922793,0.8282390058778301,0.6131586873686021,0.5789335403168036
AR040RJ1187FB4D2AB,9,0.6097871534277135,0.595201954406699,0.0942659063687747,0.42530424172042486,0.7223719546801308,0.29706771295970597,0.49356319344563876
AR045KI1187FB56E7B,9,0.7745252011567375,0.7804905920346071,0.04030804100866358,0.6867466916546052,0.8255425111633966,0.13879581950879138,0.460799366750322
AR046N51187FB36218,1,0.2884816426560289,0.2884816426560289,,0.2884816426560289,0.2884816426560289,0.0,0.2921480514866335
AR048JZ1187B9AEB85,67,0.5985476168155014,0.6514812912842914,0.15682624901885886,0.22914410371660274,0.8973898699786521,0.6682457662620493,0.6274672585628777
AR049S81187B9AE8A5,77,0.5474725941855204,0.52549711888017,0.11988143624550254,0.26586104921065007,0.9135161144560571,0.647655065245407,0.453068416667508
AR04BF811A348F050D,5,0.5482827602686953,0.5591396125742137,0.05531789563214329,0.490655397355187,0.6177032525218853,0.1270478551666983,0.4283747936899915
AR04C2D1187FB36D84,4,0.3174433882969288,0.2588128731863158,0.13986583219485282,0.22914410371660274,0.5230037030984809,0.2938595993818781,0.3324654143358053
AR04CD41187B998643,1,0.2884816426560289,0.2884816426560289,,0.2884816426560289,0.2884816426560289,0.0,0.3145039774841852
AR04F2Z1187B991889,13,0.4103627533205953,0.3968892298919883,0.06667083765118113,0.2884816426560289,0.5249314586818209,0.23644981602579201,0.4069578694104016
AR04HVF1187FB39482,23,0.45170215360729826,0.4454545254934259,0.04220153096934875,0.37598430150044215,0.5428987432910862,0.16691444179064407,0.3178350976677891
AR04K3C1187B98F387,1,0.4477840511958349,0.4477840511958349,,0.4477840511958349,0.4477840511958349,0.0,0.37830965581746645
AR04KTB1187B99B6B7,13,0.5137820251496863,0.510903079750183,0.045057505778907374,0.43703620411161354,0.6194251381790079,0.18238893406739437,0.3456373142289708
AR04KY61187FB44E3A,21,0.42056984470368697,0.4419322500909628,0.12131554635546027,0.22261309591659126,0.6026230458702277,0.38000994995363646,0.4428155860088292
AR04LAC1187FB3E44F,13,0.38738758165872167,0.4079746515398249,0.09299244891445195,0.22914410371660274,0.5385404159194646,0.3093963122028618,0.4052130046048736
AR04NH21187FB4485B,10,0.35765647404088907,0.3551850192269136,0.06270641783322163,0.2060669494401163,0.4248967160802705,0.21882976664015422,0.24269209612372208
AR04NJI1187FB3FCBB,1,0.349166902124596,0.349166902124596,,0.349166902124596,0.349166902124596,0.0,0.3602317980455502
AR04NU71187FB5940F,10,0.3316399244389885,0.32091521244411914,0.07586701586778524,0.22204158684850323,0.4367858569221749,0.2147442700736717,0.29661103889826956
AR04PRW1187FB4D60D,2,0.5458439262961283,0.5458439262961283,0.16920537127816698,0.42619766085214894,0.6654901917401076,0.23929253088795865,0.37873071663027796
AR04S8J1187FB48358,27,0.43545708781093817,0.4091807179566444,0.1836648950526892,0.22914410371660274,0.7796569698957163,0.5505128661791135,0.4005338788141502
AR04UU11187FB41E44,6,0.5584816320998024,0.5600888793545854,0.014213474368076776,0.5324827075077003,0.573019827988094,0.04053712048039371,0.5076600340031708
AR04VIG1187FB39606,2,0.3968892298919883,0.3968892298919883,0.0,0.3968892298919883,0.3968892298919883,0.0,0.32998156149697966
AR04Y2N1187B98ED51,3,0.5186259736147006,0.5527051139046104,0.1694695449244937,0.3347065490692206,0.6684662578702709,0.3337597088010503,0.3368737894968638
AR04YM81187B99331F,5,0.5682212788824825,0.5525476944351284,0.023961757767691137,0.5473248320344863,0.5957540542599369,0.04842922222545054,0.3853076464570982
AR04YSL1187B9A2D63,3,0.5796917965104472,0.5797287486139356,0.04769013785417031,0.5319831933414861,0.6273634475759199,0.09538025423443375,0.3141427147145713
AR04ZDS1187B98C504,23,0.38801969998831826,0.42409081096743817,0.09195113383232349,0.18974782233758553,0.570998911438994,0.3812510891014084,0.3720225883809481
AR050VJ1187B9B13A7,82,0.7349459943530979,0.7383542456944412,0.12164815738123094,0.22632209973150827,0.9237441827405456,0.6974220830090373,0.5392454183492504
AR050ZM1187B9B07B5,21,0.5896657100851025,0.6077039444464251,0.06757849916864471,0.464435825311488,0.6818671085124081,0.21743128320092003,0.4484373895003743
AR051VM1187B9B7F27,56,0.3779830240415959,0.376174208472834,0.10368262209468795,0.22914410371660274,0.6953020189894361,0.46615791527283335,0.35788029652157016
AR052WY1187FB55B1C,21,0.7115324823088975,0.6931775480899375,0.06795906327958916,0.6455430232748545,0.9067929812688758,0.2612499579940213,0.5632730832746523
AR0569B1187B9A4036,5,0.2728812354262057,0.2623089972119452,0.038422377420732325,0.22914410371660274,0.33023468276864437,0.10109057905204163,0.34751176451577365
AR0589W1187B9A0E2F,12,0.2974919060711771,0.2654112039703458,0.07349698967000863,0.22914410371660274,0.46264318259167037,0.23349907887506763,0.4006143575583386
AR058K81187FB52B59,3,0.49777968363325176,0.5024140546684156,0.027832104089951473,0.4679212931328587,0.5230037030984809,0.05508240996562219,0.3831967930331899
AR059HI1187B9A14D7,9,0.4237354236152862,0.48061061838775304,0.12287743291273308,0.2254025225134169,0.5763999812554107,0.35099745874199384,0.3065186000380746
AR059VT1187FB40FCD,18,0.5759099083486039,0.5795959453285755,0.030260688494203453,0.4802713007824147,0.61145443364559,0.13118313286317534,0.5418647867156117
AR05AMO1187FB58D71,14,0.4163375471238712,0.4170861561959869,0.11556898098589827,0.22914410371660274,0.6835198253897038,0.45437572167310103,0.37823100943776616
AR05DT71187FB4FA2C,1,0.6938744410159773,0.6938744410159773,,0.6938744410159773,0.6938744410159773,0.0,0.3335683496716014
AR05DXA1187FB3B1A8,15,0.26509872902313186,0.26695518627553855,0.04568350768249104,0.21204540548371908,0.34092275586437804,0.12887735038065895,0.39954910297266943
AR05DXD1187B9B2291,3,0.2930957569269943,0.22914410371660274,0.11076751258842353,0.22914410371660274,0.4209990633477775,0.19185495963117474,0.34873590287257233
AR05EX91187FB524BF,8,0.3927097873936718,0.3284476876614969,0.1600470573429724,0.22914410371660274,0.6048105949564436,0.37566649123984086,0.34764978003655445
AR05FAY1187FB3E8B3,13,0.30191437573527763,0.3107915360121175,0.0643769864141522,0.22914410371660274,0.42758288620768037,0.19843878249107763,0.47709217580554164
AR05G2V1187FB38994,20,0.6367193182838882,0.6777276774209879,0.1447681253287822,0.19709567295851266,0.7467310886952643,0.5496354157367516,0.5307842553391147
AR05IU31187B9B9A1A,30,0.3015535518316378,0.2598478926714407,0.06098523607551595,0.22914410371660274,0.42530424172042486,0.19616013800382212,0.2983770391568912
AR05KAM1187B9B6F55,6,0.5233303166993667,0.5540610398383554,0.15814730232684596,0.22914410371660274,0.690290537919224,0.46114643420262125,0.3502372338078966
AR05KQA1187B9963B3,1,0.4176416475968032,0.4176416475968032,,0.4176416475968032,0.4176416475968032,0.0,0.2520844264180082
AR05MBI1187FB58737,1,0.2328962067786029,0.2328962067786029,,0.2328962067786029,0.2328962067786029,0.0,0.3244115760569143
AR05MKL1187B9B2FCA,20,0.42337570964121063,0.4400710719771911,0.10166553510710034,0.24554920037461705,0.5586926530139671,0.31314345263935006,0.342174129308397
AR05NHX1187B9B3FA3,4,0.24912273577735639,0.25862792365109427,0.048025281449310564,0.19075345315120815,0.2884816426560289,0.09772818950482073,0.3186044506518552
AR05NQH1187B98E875,26,0.2810996234186049,0.2698073540008793,0.08221880755743781,0.21508031850922793,0.579328335523495,0.3642480170142671,0.4367302210885851
AR05OG01187B9B8A98,82,0.49580425650988597,0.5181488699379726,0.15849702625896125,0.22437899694872646,0.8689744709329138,0.6445954739841874,0.4844797716488042
AR05OJD1187B9B99A6,49,0.5300253702148714,0.513189736125819,0.17545267359176228,0.2538347361322313,0.8475855846556205,0.5937508485233892,0.4675520207316884
AR05PKL1187FB4AD6A,4,0.20995855583570322,0.2099585578507999,1.3765750962908206e-08,0.2099585376998092,0.20995856994140386,3.2241594644100147e-08,0.3230107176120551
AR05PNB1187B9B699A,5,0.2715442126776333,0.24029703991565526,0.06854374718766718,0.21586359282117654,0.38393468427870303,0.1680710914575265,0.36572563678509773
AR05QTW1187B9913F9,8,0.2622948802061099,0.2505136016575971,0.04426046656802378,0.23412421428651461,0.36867030979559806,0.13454609550908345,0.35047636940405896
AR05RMC1187B9B1DCE,9,0.3061220822006779,0.2884816426560289,0.08941383243733099,0.2179691360642758,0.4632715124530934,0.2453023763888176,0.3113714575745696
AR05S4O1187B992D7A,1,0.3240586992138468,0.3240586992138468,,0.3240586992138468,0.3240586992138468,0.0,0.4177278313666801
AR05TTS11C8A422FEC,2,0.439560297175281,0.439560297175281,0.018897621517232767,0.42619766085214894,0.4529229334984131,0.026725272646264175,0.33045491555736783
AR05UN81187FB4FC8B,25,0.4320180374596641,0.3864772912554594,0.13164244979366285,0.21204540548371908,0.6362504209331208,0.4242050154494017,0.3663841588481199
AR05UYB1187B99B90F,11,0.5160430841995389,0.5240793228457125,0.09522192072515528,0.26695518627553855,0.6481246630526359,0.3811694767770974,0.3823139698336575
AR05VW21187FB407B4,38,0.4345713470331988,0.4449773104058649,0.062149408140763106,0.21204540548371908,0.5263921008596512,0.3143466953759321,0.3523420130063612
AR05XFO1187FB4DAE5,1,0.21204540548371908,0.21204540548371908,,0.21204540548371908,0.21204540548371908,0.0,0.3661026235110073
AR05YYS1187FB38AC2,28,0.32961099263832533,0.3275815123485336,0.09281389570793139,0.21204540548371908,0.4655422226624644,0.25349681717874534,0.4087819523864716
AR0602H1187B9916B4,7,0.44186976475176215,0.35186606098306916,0.17067707494616058,0.21204540548371908,0.6397936822019709,0.4277482767182518,0.5412845131005665
AR061BH1187B98DF74,41,0.5655562482363548,0.582918458497712,0.11222157640331165,0.21508031850922793,0.7695921248460371,0.5545118063368092,0.4774854598103191
AR061J011A348F060F,16,0.6558107613889196,0.6919866847810857,0.09811279089992463,0.46048484498641545,0.7626468153002856,0.3021619703138701,0.38832512505608235
AR064KK1187B999CF3,6,0.3135411334250295,0.2867003615075482,0.08795381987968787,0.2538347361322313,0.48061061838775304,0.22677588225552175,0.3159814966640418
AR064Q51187B99339B,1,0.4952936212921635,0.4952936212921635,,0.4952936212921635,0.4952936212921635,0.0,0.41123214954086607
AR064X51187FB3B425,13,0.27231697614414063,0.2619282361959873,0.05666911965068442,0.22087350039573547,0.4079746515398249,0.1871011511440894,0.2858459653175894
AR065TW1187FB4C3A5,65,0.6137714584903559,0.6180477257967241,0.11134606188204424,0.21508031850922793,0.8380764692921643,0.6229961507829364,0.5264831031295534
AR065WD1187B9B545B,14,0.30185844983204546,0.2884816426560289,0.06342942228179521,0.22914410371660274,0.42619766085214894,0.1970535571355462,0.42134552641937467
AR0687M1187FB5604E,28,0.7318641416086221,0.7532802886499155,0.07076112284173655,0.5231328944560922,0.7980792030858845,0.2749463086297923,0.4522791042915609
AR0693R1187FB59D32,32,0.39982770438723464,0.3904119570853457,0.07669352089245403,0.23962909777363708,0.5321038622391246,0.2924747644654876,0.37082898997298236
AR06A4I1187B98C660,34,0.6045786487559893,0.6035372560210528,0.10374671561889648,0.21204540548371908,0.7384664185288291,0.52642101304511,0.43332117505486445
AR06B5X1187B9AF748,20,0.6465397912185277,0.7120796602281594,0.1568499462492345,0.26586104921065007,0.7406772042293424,0.4748161550186923,0.4165291220929923
AR06B631187FB41C2C,24,0.4437358488417879,0.4257515147377493,0.11498503205426083,0.22914410371660274,0.6599192616595146,0.4307751579429119,0.3721580664588219
AR06C3L1187B9A76F0,1,0.3240586992138468,0.3240586992138468,,0.3240586992138468,0.3240586992138468,0.0,0.2722250822193135
AR06DSR1187B9A5EF7,8,0.49902448439285163,0.5032686806436215,0.05764131806654139,0.41375242159798564,0.5582369597440904,0.14448453814610474,0.43060793697874267
AR06EB01187FB40150,102,0.6045838610743277,0.6170669568154368,0.06969435074222745,0.38527131588595265,0.8088761490161163,0.4236048331301636,0.5542914890128156
AR06EHB1187FB42914,37,0.37097644855168316,0.3552855364230894,0.0960419656499471,0.21204540548371908,0.6345213373755423,0.4224759318918232,0.35987304591278646
